"","Name","ID","Lat","Lon","Stn.Name","Stn.stDate","Stn.edDate"
"50","Lynchburg","USW00013733",37.3208,-79.2067,"LYNCHBURG WBO","1893-01-01","1944-07-31"
"51","Lynchburg","USW00013733",37.3208,-79.2067,"LYNCHBURG REGIONAL ARPT","1944-08-01","2020-12-31"
"52","Burlington","USW00014742",44.4683,-73.15,"BURLINGTON CITY","1884-01-01","1943-06-03"
"53","Burlington","USW00014742",44.4683,-73.15,"BURLINGTON INTERNATIONAL AP","1943-06-04","2020-12-31"
"54","SaltLakeCity","USW00024127",40.7781,-111.9694,"SALT LAKE CITY DOWNTOWN","1875-01-01","1928-04-30"
"55","SaltLakeCity","USW00024127",40.7781,-111.9694,"SALT LAKE CITY INTL ARPT","1928-05-01","2020-12-31"
"56","CollegeStation","USW00003904",30.5892,-96.3647,"College Station 6 SW","1883-01-01","1951-07-31"
"57","CollegeStation","USW00003904",30.5892,-96.3647,"Easterwood Field AP","1951-08-01","2020-12-31"
"58","SanAntonio","USW00012921",29.5442,-98.4839,"SAN ANTONIO WBO","1886-01-01","1940-12-31"
"59","SanAntonio","USW00012921",29.5442,-98.4839,"SAN ANTONIO STINSON","1941-01-01","1942-06-30"
"60","SanAntonio","USW00012921",29.5442,-98.4839,"SAN ANTONIO INTL AP","1942-07-01","2020-12-31"
"61","Houston","USW00012960",29.98,-95.36,"HOUSTON WB CITY","1889-01-01","1969-05-31"
"62","Houston","USW00012960",29.98,-95.36,"HOUSTON BUSH INTERCONTINENTAL","1969-06-01","2020-12-31"
"63","Galveston","USW00012923",29.2733,-94.8592,"GALVESTON","1872-01-01","1996-12-31"
"64","Galveston","USW00012923",29.2733,-94.8592,"GALVESTON SCHOLES FIELD","1997-01-01","2020-12-31"
"65","ElPaso","USW00023044",31.8111,-106.3758,"EL PASO","1879-01-01","1942-11-30"
"66","ElPaso","USW00023044",31.8111,-106.3758,"EL PASO INTERNATIONAL AP","1942-12-01","2020-12-31"
"67","DallasFortWorth","USW00003927",32.8978,-97.0189,"FORT WORTH CITY OFFICES","1899-01-01","1940-01-04"
"68","DallasFortWorth","USW00003927",32.8978,-97.0189,"FORT WORTH MEACHAM FIELD","1940-01-05","1953-04-25"
"69","DallasFortWorth","USW00003927",32.8978,-97.0189,"FORT WORTH GREATER SW INTL AP","1953-04-26","1974-08-13"
"70","DallasFortWorth","USW00003927",32.8978,-97.0189,"DALLAS-FORT WORTH INTL AP","1974-08-14","2020-12-31"
"71","CorpusChristi","USW00012924",27.8,-97.4,"CORPUS CHRISTI CITY","1888-01-01","1942-10-14"
"72","CorpusChristi","USW00012924",27.8,-97.4,"CORPUS CHRISTI INTL ARPT","1942-10-15","2020-12-31"
"73","Austin","USW00013958",30.3208,-97.7603,"AUSTIN WBO","1898-01-01","1942-07-31"
"74","Austin","USW00013958",30.3208,-97.7603,"AUSTIN CAMP MABRY","1942-08-01","2020-12-31"
"75","Amarillo","USW00023047",35.2333,-101.7089,"AMARILLO CITY","1892-01-01","1941-03-31"
"76","Amarillo","USW00023047",35.2333,-101.7089,"AMARILLO INTERNATIONAL AP","1941-04-01","2020-12-31"
"77","Abilene","USW00013962",32.4106,-99.6822,"ABILENE CITY","1886-01-01","1944-02-29"
"78","Abilene","USW00013962",32.4106,-99.6822,"ABILENE REGIONAL AP","1943-03-01","2020-12-31"
"79","Nashville","USW00013897",36.1189,-86.6892,"NASHVILLE CITY","1872-01-01","1939-12-31"
"80","Nashville","USW00013897",36.1189,-86.6892,"NASHVILLE INTERNATIONAL AP","1940-01-01","2020-12-31"
"81","Memphis","USW00013893",35.0564,-89.9864,"MEMPHIS","1872-01-01","1939-12-31"
"82","Memphis","USW00013893",35.0564,-89.9864,"MEMPHIS INTERNATIONAL AP","1940-01-01","2020-12-31"
"83","Chattanooga","USW00013882",35.0311,-85.2014,"CHATTANOOGA WB CITY","1879-01-01","1940-06-30"
"84","Chattanooga","USW00013882",35.0311,-85.2014,"CHATTANOOGA LOVELL FIELD AP","1940-07-01","2020-12-31"
"85","Mitchell","USW00094950",43.7667,-98.0333,"Mitchell 2 N","1893-01-01","1999-08-31"
"86","Mitchell","USW00094950",43.7667,-98.0333,"Mitchell Municipal Airport","1999-09-01","2020-12-31"
"87","SiouxFalls","USW00014944",43.5878,-96.7289,"SIOUX FALLS FOSS FIELD","1893-01-01","2020-12-31"
"88","Huron","USW00014936",44.3981,-98.2231,"HURON REGIONAL ARPT","1882-01-01","2020-12-31"
"89","Aberdeen","USW00014929",45.4558,-98.4131,"ABERDEEN REGIONAL ARPT","1893-01-01","2020-12-31"
