"","Name","ID","Lat","Lon","Stn.Name","Stn.stDate","Stn.edDate"
"300","Concordia","USW00013984",39.5514,-97.6508,"CONCORDIA BLOSSER MUNI AP","1886-01-01","2020-12-31"
"301","CedarRapids","USW00014990",41.8833,-91.7167,"Cedar Rapids #1","1893-01-01","1953-05-31"
"302","CedarRapids","USW00014990",41.8833,-91.7167,"Cedar Rapids AP","1953-06-01","2020-12-31"
"303","Spencer","USW00014972",43.1644,-95.2020,"Spencer 1 N","1896-01-01","1998-03-31"
"304","Spencer","USW00014972",43.1644,-95.2020,"Spencer Municipal Airport","1998-04-01","2020-12-31"
"305","Waterloo","USW00094910",42.5544,-92.4011,"WATERLOO","1895-01-01","1950-02-28"
"306","Waterloo","USW00094910",42.5544,-92.4011,"WATERLOO MUNICIPAL AP","1950-03-01","2020-12-31"
"307","SiouxCity","USW00014943",42.3914,-96.3792,"SIOUX CITY","1890-01-01","1895-12-31"
"308","SiouxCity","USW00014943",42.3914,-96.3792,"SIOUX CITY SIOUX GATEWAY AP","1996-01-01","2020-12-31"
"309","Dubuque","USW00094908",42.3978,-90.7036,"DUBUQUE RIVER","1874-01-01","1951-01-31"
"310","Dubuque","USW00094908",42.3978,-90.7036,"DUBUQUE REGIONAL AP","1951-02-01","2020-12-31"
"311","DesMoines","USW00014933",41.5339,-93.6531,"DES MOINES SE 6TH","1879-01-01","1939-08-31"
"312","DesMoines","USW00014933",41.5339,-93.6531,"DES MOINES INTL AP","1939-09-01","2020-12-31"
"313","SouthBend","USW00014848",41.7072,-86.3164,"SOUTH BEND MICHIANA RGNL AP","1894-01-01","2020-12-31"
"314","Indianapolis","USW00093819",39.7075,-86.2803,"INDIANAPOLIS WB CITY","1872-01-01","1942-12-31"
"315","Indianapolis","USW00093819",39.7075,-86.2803,"INDIANAPOLIS INTL AP","1943-01-01","2020-12-31"
"316","FortWayne","USW00014827",40.9706,-85.2064,"FORT WAYNE CITY","1898-01-01","1940-11-13"
"317","FortWayne","USW00014827",40.9706,-85.2064,"FORT WAYNE INTL AP","1940-11-14","2020-12-31"
"318","Evansville","USW00093817",38.0442,-87.5206,"EVANSVILLE REGIONAL AP","1897-01-01","2020-12-31"
"319","Springfield","USW00093822",39.8447,-89.6839,"SPRINGFIELD","1880-01-01","1947-12-31"
"320","Springfield","USW00093822",39.8447,-89.6839,"SPRINGFIELD ABRAHAM LINCOLN AP","1948-01-01","2020-12-31"
